user id,number of times user adopted from,number of incoming adoption edges (lib-source pairs)
50561,273,774
50585,76,24
50630,0,8
50706,0,1
50709,8,4
50712,4,0
50721,76,5
50730,2,0
50738,0,10
50761,1,0
50796,0,4
50839,7,0
50842,0,8
50844,3,1
50865,11,0
50878,0,49
50898,10,210
50903,144,20
50906,109,3
50909,0,5
50914,38,18
50916,13,4
50922,123,8
50942,26,206
50943,1,0
50956,1,0
50959,0,70
50968,2,72
50977,4,86
50978,20,62
50980,15,156
50983,18,3489
50985,21,163
50986,1,0
50987,29,183
50999,4,117
51003,61,169
51004,71,79
51009,235,57
51019,234,0
51020,80,0
51044,4,0
51049,3,5
51062,31,0
51069,8,37
51088,0,20
51090,0,6
51103,88,16
51142,0,4
51153,2,2
51167,32,0
51191,1,0
51200,17,119
51224,0,12
51226,246,105
51231,25,2
51260,459,0
51274,0,1
51286,0,48
51291,3,6
51314,25,40
51327,1,2
51374,0,2
51417,7,14
51431,8,5
51476,1330,296
51478,6,7
51494,8,1
51496,4,0
51501,37,0
51503,0,1
51512,77,57
51530,0,10
51533,4,79
51559,10,0
51563,11,46
51590,2,0
51594,3,0
51599,26,463
51603,8,0
51615,323,4
51633,409,209
51704,1,1
51827,0,16
51859,394,3
51878,1,44
51883,15,1
51897,1,2
51924,2,0
51940,9881,45
51956,313,5
51960,28,33
51994,21,148
52003,18,0
52013,0,2
52016,383,302
52017,15406,222
52045,1,0
52050,1,0
52058,5,138
52077,0,1
52117,1033,60
52150,1,7
52191,38,17
52192,9,0
52224,338,137
52234,0,7
52244,0,14
52256,1,0
52257,0,1
52278,0,11
52288,10,9
52303,12,24
52338,92,6
52349,9,60
52367,0,3
52373,167,17
52381,14,427
52388,10,111
52392,140,2705
52432,30,233
52437,210,23
52439,1,0
52443,46,1
52534,3,1
52564,482,10
52592,140,517
52603,276,1149
52613,127,460
52619,307,1765
52620,6082,34
52646,1789,32
52647,204,1604
52665,0,17
52674,12,2225
52677,283,1177
52686,90,31
52688,264,1423
52691,314,81
52726,47,3494
52735,36,13
52737,10,7
52750,66,3341
52760,66,3217
52767,18,256
52769,71,3256
52783,455,2073
52786,229,57
52793,1,0
52807,0,3
52823,107,1607
52836,2,0
52840,592,32
52847,318,1
52858,358,2081
52862,8,230
52877,295,234
52881,178,2823
52895,28,301
52903,0,2
52914,2393,337
52947,1,5
52953,12,69
52955,442,730
52968,215,1654
52983,250,1563
52999,2,0
53001,328,1262
53010,243,1363
53018,175,13
53032,9367,9
53045,356,1293
53074,395,999
53088,947,1255
53097,117,410
53108,318,303
53129,114,343
53139,161,466
53150,218,650
53183,152,280
53205,0,7
53264,5,0
53267,33,0
53270,0,4
53284,0,47
53300,24,2
53317,7,1
53332,4,10
53335,15,11
53353,1,0
53366,115,0
53377,168,1
53386,1,0
53417,0,87
53422,33,43
53428,550485,126
53431,25,0
53433,1826,87214
53436,460,332323
53438,7295,89440
53444,36,103
53448,4,4
53463,2,6
53482,1,0
53487,167,2302
53515,37,3
53530,46,827
53532,3,189
53537,7,52
53555,28,798
53557,36,0
53584,7,16
53593,5,4
53595,2,0
53613,30,668
53631,66,76
53660,34,1
53669,45,150
53675,14,2
53695,250,11
53708,66,11
53741,0,20
53752,1,10
53759,1,2
53799,3,2
53819,87,248
53836,9,6
53857,2,740
53863,21,826
53876,1,0
53880,0,32
53888,0,11
53891,22,41
53918,1,11
53925,53,34
53949,0,28
53984,44,170
53999,29,0
54007,30,2
54012,0,1
54027,6,0
54063,1,3
54069,46,161
54080,97,1
54093,8,1
54094,102,224
54097,16,93
54122,17,6
54126,0,4
54141,2734,5
54145,51,224
54155,0,66
54245,45,1668
54253,59,22
54261,2,20
54267,138,300
54270,10,0
54288,0,1
54303,0,62
54328,19,217
54340,87,40
54353,0,9
54381,2,0
54424,3,0
54431,1,0
54432,274,274
54433,116,17
54448,0,1
54466,5060,0
54480,2,4
54499,0,3
54527,20,4
54537,2,0
54538,3,105
54591,0,1
54616,3,11
54687,1,35
54709,1,0
54728,0,100
54735,3,0
54738,6,0
54749,0,1
54753,10,3
54773,0,1
54785,27,0
54826,1,25
54827,0,4
54828,0,3
54837,134,0
54839,14,454
54887,5,0
54893,16,0
54894,46,9
54919,24,11
54925,8,0
54929,29,5
54956,0,3
54962,14,43
54976,76,0
54990,353,4
55003,17,450
55011,72,308
55016,0,11
55022,4,35
55037,2,144
55086,9,136
55087,1,0
55104,108,21
55117,7,1
55128,0,29
55138,12,8
55139,9,17
55143,2,0
55149,3,4
55167,2,209
55235,52,78
55251,60,64
55265,14,3
55268,91,20
55276,0,10
55286,9,605
55328,17,885
55352,22,473
55371,0,1
55379,70,0
55438,1,0
55505,95,5
55517,0,2
55549,377,1
55562,0,4
55578,0,4
55607,0,5
55640,2,0
55671,72,1
55672,0,1
55673,1,0
55674,5,1
55683,0,2
55742,0,6
55743,1,0
55772,96,911
55778,4,11
55805,0,527
55820,17,3
55826,0,6
55830,0,20
55843,0,2
55857,8,0
55858,4,47
55859,0,1
55860,2,0
55890,0,1
55895,543,2
55896,68,170
55931,0,33
55961,3,2
56017,47,0
56050,7,0
56073,19,52
56095,5,151
56096,5,47
56098,233,3188
56113,19,413
56125,1,7
56173,0,42
56198,0,27
56208,15,70
56224,0,30
56236,1,386
56263,1,0
56314,0,1
56355,98,19
56400,0,2
56428,0,8
56441,1,0
56455,1,4
56489,28,155
56499,0,5
56525,9,0
56538,0,6
56544,32,1
56550,0,2
56554,2,0
56572,1,71
56596,37,0
56600,32,0
56604,1,0
56617,0,3
56625,5,0
56649,2,2
56667,88,3
56770,0,1
56806,1,0
56830,0,6
56857,1,0
56864,3,0
56870,14,6
56871,16,0
56890,2,0
56918,103,5
56957,74,222
56970,1,0
57016,0,1
57065,72,5
57078,1,0
57093,4,1
57111,21215,0
57113,228,0
57114,155,183
57116,922,111
57117,87,0
57134,0,135
57148,0,1
57160,2,11
57173,0,10
57177,8,46
57189,7,6
57211,3,0
57215,0,5
57239,34,283
57243,43,1
57256,0,1
57339,4,10
57341,1,12
57342,40,53
57368,1,1
57380,339,6
57386,7,2
57402,0,8
57412,0,125
57413,336,4
57414,1,1
57461,0,1
57466,1,0
57481,0,4
57492,2,1
57518,0,4
57524,0,1
57527,44,314
57599,0,1
57626,97,0
57723,13,0
57747,4,0
57758,2,3
57781,0,5
57836,1,0
57842,120,7
57850,1,35
57852,6,3
57853,7,25
57860,2,0
57865,0,12
57868,2,1
57872,1,0
57889,1,64
57896,12,10
57899,2,0
57927,1,0
57930,2,22
57935,0,4
57937,31,2
57955,1,5
57967,9,106
57973,0,5
57984,1,167
57993,0,41
57997,5,168
58001,1,7
58015,569,57
58027,11,309
58046,1,0
58088,1,45
58115,11,0
58133,0,3
58154,0,2
58173,3,2
58180,1,5
58187,2,0
58202,19,76
58218,16,11
58223,2,0
58280,41,162
58302,0,16
58326,0,1
58404,0,29
58407,2,2
58414,0,7
58427,3,0
58432,0,5
58434,0,1
58441,20,3
58447,8,7
58469,24,0
58486,3,3
58499,9,10
58506,22,171
58544,0,10
58566,1,0
58575,3,2
58577,0,15
58597,9,0
58610,0,1
58621,9,0
58628,4,0
58647,1,0
58650,10,16
58664,7,4
58706,5,0
58713,2,0
58727,0,2
58742,8,5
58771,5,16
58773,7,0
58776,0,2
58784,0,1
58799,0,304
58815,5,1013
58841,7,17
58857,494,610
58862,18,0
58891,350,13
58895,0,1
58903,1,6
58953,21,61
58959,23,1
58964,9,0
58977,145,0
58997,4,75
59002,7,68
59015,17,48
59017,18,46
59022,25,39
59025,56,21
59049,41,0
59070,2,0
59102,37,60
59103,17,174
59105,4,4
59109,45,78
59129,30,39
59132,8,0
59136,6,4
59165,28,186
59175,9,23
59176,43,291
59188,95,308
59207,108,170
59212,1,0
59226,65,27
59249,0,46
59259,4,1
59273,3,0
59289,2,14
59301,1,0
59325,0,11
59338,0,6
59374,82,0
59401,3431,10043
59407,1,0
59425,3,2
59439,13,0
59453,0,1
59462,6,2
59466,30,1
59477,5,0
59486,8,40
59496,31,0
59509,77,7
59511,27,62
59525,5,0
59537,3,279
59549,0,1
59573,2,0
59580,0,16
59594,2,0
59603,148,74
59615,13,72
59629,68,84
59645,1,9
59656,47,68
59675,0,72
59706,0,94
59709,1,3
59766,1,0
59813,0,5
59943,3,0
59988,148,6
59994,3,0
60000,10,4
60005,0,2
60035,0,1
60070,4,0
60093,0,3
60148,125,61
60161,1,0
60207,22,0
60225,33,4
60229,0,30
60262,2,0
60268,0,2
60326,8,0
60366,0,3
60401,0,49
60419,0,22
60420,0,2
60442,2,4
60460,9,0
60494,3,16
60556,0,703
60601,70,1
60650,2,543
60651,3,0
60665,35,3
60709,1,1
60716,1,5
60724,5,0
60755,6,969
60787,1,12
60788,0,2
60799,1,28
60801,0,1
60845,1,0
60863,0,15
60900,1,0
60916,55,1307
60917,25,1316
60927,81,314
60949,34,0
60963,42,5
60967,18,240
60982,55,765
61005,1,0
61008,1,0
61011,1,0
61046,2,0
61056,0,2
61078,0,1
61096,2,15
61101,3,0
61120,6,0
61133,0,71
61145,10,0
61148,1,0
61153,0,37
61156,0,10
61218,2,7
61221,0,1
61222,2,24
61258,9,0
61280,0,7
61303,4,1
61342,0,64
61377,7,0
61429,16,126
61439,10,12
61468,268,20
61472,256,29
61485,1334,20
61493,1,0
61501,2,3
61536,0,12
61598,0,6
61620,0,1
61633,0,6
61644,3,0
61684,6,44
61691,3,0
61699,0,2
61703,450,128
61706,0,6
61749,0,4
61750,7,1
61759,4,0
61764,1,0
61838,2,0
61853,353,0
61855,0,1
61857,0,1
61861,39,0
61905,1,24
61933,0,3
61939,132,0
61942,13,3
61943,1,0
61951,139,42
61953,3,0
61964,282,0
61967,4,0
62005,0,3
62026,0,15
62052,0,3
62059,0,57
62067,1,38
62118,40,0
62181,3,0
62220,0,22
62345,19626,1700
62351,22340,26659
62356,6059,25034
62389,0,22
62391,18,77
62394,1,35
62411,2,7
62412,0,19
62426,3,7
62477,0,1
62496,2,0
62535,0,4
62563,3,3
62570,8,126
62592,13,2
62605,0,1
62620,0,7
62633,2,1
62636,1,12
62670,6,0
62689,8,282
62790,3,0
62793,0,6
62811,22,0
62813,2,29
62818,0,1
62820,29,0
62845,0,20
62874,6,3
62877,3,5
62881,105,36
62896,1,9
62904,22,4
62910,3,0
62915,24,0
62934,2,0
62958,0,3
62968,0,1
62988,0,5
63004,0,7
63111,0,6
63113,1,3
63128,8,43
63130,2,1
63136,1,6
63142,0,4
63144,7,122
63156,0,3
63162,1,0
63210,1,1
63216,8,35
63221,2,6
63227,8,13
63261,5,305
63271,2391,22297
63306,0,1
63347,108,1
63382,304,10
63385,1,0
63392,2,0
63397,0,1
63403,2,0
63413,21,82
63431,3,9
63433,1,11
63443,5,31
63475,0,51
63476,4,0
63491,0,3
63514,29,9
63564,0,1
63569,0,13
63603,14,12
63605,2,8
63670,2,248
63684,5,15
63707,0,37
63725,1,17
63747,0,9
63810,78,187
63828,2,36
63830,0,3
63854,3,51
63855,36,0
63917,1,33
63918,3,0
63919,2,44
63946,4,27
63952,3,0
63962,3,93
63985,187,330
63986,19,13
63990,0,1
64002,9,0
64018,3,1
64024,4,27
64032,23,1
64036,19,22
64049,3,0
64059,10,0
64064,0,42
64096,0,13
64101,68,46
64108,1,0
64120,0,2
64127,91,13
64135,3,446
64138,37,2
64211,0,2
64229,4,22
64236,1,183
64250,126,77
64258,30,9
64262,1,0
64271,190,41
64272,19,0
64280,7,238
64290,9,353
64293,3,68
64295,4,0
64296,7,0
64379,0,26
64381,25,0
64408,2,0
64416,12,0
64428,2,0
64433,1,35
64449,7,0
64456,25,216
64467,48,0
64475,16,420
64476,21,37
64478,38,325
64491,2,45
64500,20,187
64502,2,0
64514,15,22
64564,0,3
64566,4,0
64577,9,1
64582,1,5
64598,0,1
64666,0,82
64710,2,0
64737,58,264
64752,1,0
64768,7,0
64790,3,30
64797,3,1
64799,0,1
64806,0,5
64811,1,1
64823,2,4
64833,1441,1
64840,1,0
64845,3,0
64852,14,1
64856,2,268
64858,34,0
64877,3,148
64883,1,0
64885,1,0
64889,1,0
64892,0,2
64901,60,17
64909,0,10
64916,1,3
64931,23,17
64933,18,408
64976,14,0
64986,71,2
64987,61,170
64999,31,30
65002,28,0
65020,33,0
65038,34,0
65113,0,2
65134,24,2
65144,0,3
65185,1,0
65212,0,16
65220,0,4
65232,0,4
65252,0,1
65257,4,18
65259,2,2
65267,4,42
65268,35,23
65278,22,0
65282,39,4
65290,4,17
65292,3,7
65300,130,0
65301,1724,4719
65304,8933,8474
65308,112272,417
65309,11444,0
65367,1133,32549
65371,1126,2965
65389,1433,1794
65394,17,1
65411,252,251
65412,177,0
65427,18,4
65429,0,35
65432,6,23
65451,0,5
65456,17,7
65465,416,43
65467,386,68
65471,4,14
65494,0,65
65495,82,2
65497,1815,0
65515,0,12
65517,1,0
65523,10,0
65527,4,174
65529,11,31
65554,32,50
65594,78,0
65607,23,0
65657,17,0
65659,0,2
65676,1,44
65752,0,2
65768,1372,138
65777,30,306
65782,9,431
65785,43,19
65794,169,2
65796,18,2607
65808,70,569
65810,3838,345
65812,142,217
65815,67,129
65825,71,6
65833,648,47
65834,1,210
65847,983,557
65848,310,1098
65858,0,18
65860,545,17
65861,54,84
65868,1717,14
65872,16,61
65899,120,1207
65903,29,307
65905,8,1
65906,100,29
65913,293,19
65917,552,11
65927,1523,20
65936,132,0
65942,1241,4
65961,1,0
65963,2,144
65969,0,7
65990,1,13
65993,1,2
65994,0,21
66005,4,1
66007,4,2
66008,1,9
66038,8,1
66060,38,300
66064,140,307
66080,292,2
66112,1,0
66140,1,8
66143,21,85
66186,70,7
66191,0,1
66203,1,136
66208,7,0
66272,0,406
66326,0,7
66328,1,0
66353,617,697
66354,97,44
66359,19,1
66373,13,7
66392,403,224
66396,1,342
66398,1,0
66399,2,0
66401,6,3
66414,156,441
66420,50,547
66424,1,21
66428,4,0
66438,179,6
66447,5,0
66449,130,43
66455,54,1
66488,7,1
66511,3,29
66523,7,192
66546,0,6
66547,1,0
66549,72,6
66558,369,26
66578,0,5
66582,0,3
66619,9,0
66665,203,24
66666,0,13
66681,1,295
66683,2,0
66686,0,1
66693,0,3
66694,7,0
66711,2,1
66741,0,24
66757,0,4
66765,0,9
66832,395,42
66845,0,4
66850,49,4
66872,0,3
66895,1,0
66904,2,0
66907,0,662
66914,0,1
66919,23,0
66958,0,4
66970,1,2
66976,0,1
66996,0,1
67002,25,54
67057,0,141
67062,0,5
67091,0,9
67099,27,250
67102,0,4
67113,0,2
67119,0,2
67173,25,443
67177,4,1
67179,5,0
67210,2,3
67284,11,56
67306,4,53
67353,1,21
67380,0,17
67387,1,1
67391,3,136
67416,1,0
67446,2,41
67471,9,36
67481,2,3
67498,9,11
67507,0,1
67511,21,0
67543,7,1
67552,1,0
67566,94,980
67575,275,0
67581,63,626
67592,92,0
67599,0,24
67615,0,10
67627,0,603
67645,105,75
67656,1,4
67658,2,29
67675,0,6
67690,3,0
67728,13,6
67743,1,27
67771,1,1
67786,0,1
67799,0,5
67804,2,85
67827,0,31
67844,0,3
67872,3,38
67908,1,13
67987,1,7
68017,2,3
68041,10,2
68048,1,12
68075,0,10
68114,1,29
68123,0,12
68139,118,0
68140,11,0
68169,4,0
68187,28,16
68191,128,7
68196,5,26
68228,5,18
68238,1,0
68263,6,3
68266,0,114
68272,1,0
68305,0,1
68310,6,2
68332,0,28
68334,1,0
68352,9,2
68365,1,3
68393,21,12
68421,1,0
68497,7,32
68526,17,0
68529,5,0
68533,0,22
68539,3,18
68547,132,1
68587,0,21
68597,0,16
68598,9,849
68621,1,0
68624,0,2
68640,0,8
68645,2,9
68648,0,9
68649,0,88
68655,7,2
68697,1,0
68707,4,0
68720,0,8
68747,11,0
68753,0,2
68761,61,21
68783,0,5
68787,3,4
68810,0,27
68840,0,1
68895,0,5
68923,6,0
68972,12,170
69043,35,5
69186,41,51
69246,66,0
69264,303,49
69277,16,0
69364,0,1
69554,10,28
69652,0,35
69682,0,3
69775,3,0
69778,1,9
69830,2,3
69848,6,0
69850,29,0
69873,9,1
69874,0,6
69883,4,4
69922,0,4
69927,0,15
69955,1,0
69956,0,18
69959,8,0
69966,2,6
69976,34,0
69992,3,0
70027,44,0
70143,0,11
70159,7,0
70179,2,11
70185,2,0
70201,0,2
70220,0,3
70222,15,0
70255,2,0
70276,0,6
70285,1,2
70293,59,590
70317,0,71
70339,7,0
70345,2,0
70348,0,1
70362,1,4
70364,6,75
70411,0,46
70423,0,5
70461,0,12
70470,0,3
70507,515,34
70513,3,1
70514,0,1
70539,3,1
70541,0,1
70628,1,6
70679,0,10
70853,0,1
70865,0,63
70869,0,4
70873,3,0
70932,0,2
70940,0,10
70968,8,0
70988,2,0
70994,8,19
71036,13,1
71054,0,1
71078,2,36
71103,7,1
71123,19,100
71130,16,5
71131,1,36
71140,36,38
71141,46,17
71152,1,3
71155,12,0
71160,0,2
71214,11,0
71238,9,0
71270,2,0
71274,1,17
71275,1,0
71293,1,0
71301,0,4
71311,10,0
71411,56,1
71416,0,112
71423,5,172
71455,0,47
71489,106,1
71509,1184,4
71519,0,31
71539,0,7
71542,1,7
71553,17,0
71555,2,24
71564,0,16
71569,17,0
71578,0,1
71582,0,8
71616,1,1
71627,8,1
71635,9,0
71637,1,22
71643,77,0
71666,1,0
71671,0,5
71680,27,44
71691,19,1
71709,192,6
71713,0,1
71742,0,2
71748,7,0
71755,1,0
71766,1,0
71778,3,18
71784,11,0
71798,0,1
71809,0,16
71821,1,21
71830,1,0
71842,3,0
71854,3,0
71857,3,19
71865,110,49
71869,30,2
71888,0,2
71944,6,63
71977,77,0
71988,1,5
72049,5,0
72178,9,0
72179,41,1
72187,0,25
72191,5,19
72195,0,5
72239,2,1
72250,5,0
72254,12,211
72258,8,0
72262,17,134
72268,17,0
72278,0,2
72283,2,0
72284,17,0
72285,1,8
72307,0,2
72312,4,0
72359,20,1
72372,6,0
72380,2,0
72396,31,1
72398,126,321
72409,3,16
72453,0,8
72506,4,280
72516,1,0
72526,3,0
72530,11,0
72541,2,1
72563,29,0
72573,0,1
72597,0,2
72600,1,0
72627,1,31
72630,22,7
72637,4,0
72686,2,0
72689,0,34
72692,0,16
72732,1,0
72738,43,2
72745,0,1
72765,4,3
72777,1,0
72784,36,1
72804,0,1
72805,11,4
72845,0,2
72848,0,1
72867,112,85
72881,1,2
72898,0,7
72927,0,1
72930,0,7
72936,16,0
72937,25,0
72940,1,0
72941,0,1
72943,5,0
72945,0,6
72965,5,18
72993,24,7
73004,0,1
73005,1,0
73009,0,3
73010,0,1
73034,12,0
73058,96,12
73068,3,0
73097,9,0
73116,3,0
73120,0,17
73139,2,149
73142,0,4
73154,0,8
73164,1,16
73166,14,0
73181,462,406
73183,9,0
73185,1,98
73198,0,1
73213,44,1
73217,127,9
73230,0,5
73231,295,4
73242,8,313
73245,11,305
73248,1,0
73290,1,1
73350,14,52
73390,0,1
73391,4,547
73401,7,0
73404,3,12
73430,28,0
73436,0,937
73440,1,0
73447,13,1
73448,5,0
73452,2,0
73467,2051,13672
73472,3148,8265
73477,3863,5548
73480,15,1
73502,6,0
73519,29,235
73545,23,114
73567,12,398
73568,15,176
73570,24,261
73575,5,0
73577,17,107
73579,11,15
73592,0,3
73598,3,0
73608,0,1
73641,0,3
73669,1,191
73672,0,7
73674,1,0
73687,7,11
73728,1,0
73755,1,0
73772,1,6
73778,3,1
73780,11,2
73789,31,0
73799,22,115
73809,7,0
73826,0,2
73842,0,2
73854,0,2
73899,5,23
73916,4,29
73924,35,26
73939,11,1
73942,1,1
73946,9,0
73947,22,0
73949,0,3
73957,3917,6777
73958,0,1
73967,1,2
74014,0,1
74025,9,0
74049,0,8
74077,2,5
74079,4,37
74109,2,0
74129,0,9
74156,1,0
74165,2,0
74171,1,0
74188,1,0
74240,1,0
74242,0,1
74269,1,1
74313,0,1
74321,2,1
74339,3,0
74345,0,4
74351,9,117
74359,2,0
74361,3,24
74375,15,0
74394,23,83
74402,0,4
74407,23,60
74421,75,67
74425,41,58
74441,8,9
74447,15,33
74470,0,2
74475,2,1
74486,6,0
74505,0,1
74507,18,1
74512,12,2
74532,0,22
74583,271,24
74601,0,3
74604,4,0
74662,4,1
74666,10,0
74669,16,27
74672,1,0
74673,0,2
74689,0,8
74696,15,12
74697,21,0
74718,2,0
74751,13,0
74919,8,2
74967,0,10
74976,9,1
74986,0,1
74991,2,65
75025,2,5
75076,4,1
75102,0,14
75131,0,4
75177,0,4
75234,1,6
75264,0,3
75297,1,0
75298,1,0
75301,0,9
75315,1,66
75333,487,14
75350,21,0
75353,14,202
75355,2,0
75357,3,5
75376,1,1
75381,0,1
75383,2,0
75386,23,9
75390,11,0
75410,0,4
75434,1,59
75436,0,5
75451,6,0
75453,62,0
75461,0,4
75481,1,0
75495,0,86
75497,2,0
75508,67,1
75518,8,29
75540,8,11
75550,9,1
75551,17,3
75559,1,0
75569,2,1
75612,2,5
75614,0,1
75641,2,38
75643,20,0
75650,0,3
75657,190,2
75664,8,5
75713,9,0
75717,0,1
75732,2,5
75733,37,1
75789,4,6
75810,0,122
75817,3,0
75859,3,0
75896,19,20
75904,17,264
75911,11,21
75914,177,6
75918,1,3
75919,4,556
75921,2,1
75924,534,30
75936,1,0
75943,34,42
75966,2,7
75976,16,569
76029,1,0
76081,3,0
76103,0,8
76123,0,5
76157,0,3
76169,10,0
76181,0,64
76216,27,111
76217,5,30
76221,29,6
76227,12,11
76237,1,0
76280,0,5
76283,4,0
76293,1,0
76298,4,0
76305,17,1
76307,0,1
76323,2,10
76352,0,102
76363,0,1
76377,0,17
76416,42,0
76430,0,7
76456,0,10
76481,0,1
76487,1,3
76488,1,2
76489,2,0
76514,1,6
76553,14,209
76565,2,0
76594,82,16
76639,0,284
76653,8,0
76678,6,3
76758,14,0
76773,1,0
76774,4,0
76782,1,0
76798,2,111
76804,0,7
76821,3,95
76822,13,7
76839,140,0
76858,0,16
76875,0,3
76902,21,0
76926,0,7
76971,1,0
76983,9,0
76984,3,0
76994,3,1
77002,0,1
77017,0,1
77018,0,1
77034,0,7
77048,0,1
77077,0,2
77104,11,0
77111,115,0
77119,21,0
77146,0,2
77151,0,6
77158,1,2
77161,0,1
77171,0,1
77189,2,0
77191,0,2
77202,1,28
77203,8,6
77206,6,8
77207,7,7
77209,9,39
77210,11,3
77211,2,32
77214,6,28
77217,10,23
77237,0,3
77242,0,1
77259,2,0
77275,85,0
77276,2,6
77279,86,0
77280,3,10
77285,24,18
77317,3,2
77324,34,125
77383,2,0
77401,5,29
77402,0,2
77427,0,4
77447,4,0
77457,0,6
77473,2,1
77492,0,1
77507,1,1
77522,9,454
77543,1,13
77546,0,6
77547,0,1
77568,2,0
77627,0,1
77638,0,1
77644,1,1
77664,0,26
77701,31,3
77702,96,21
77706,329,0
77728,7,0
77757,13,20
77777,388,1329
77804,0,1
77813,1,4
77841,0,1
77879,0,97
77887,2,0
77889,0,1
77895,2,0
77899,147,559
77904,25,0
77910,31,0
77918,0,1
77929,4,0
77934,0,1
77980,2,11
77984,4,24
78003,12,0
78058,11,5
78066,0,9
78104,3,0
78135,0,56
78146,8,1
78154,5,648
78158,0,230
78195,1,0
78203,1,0
78219,2,48
78220,21,1
78221,13750,2482
78233,12,106
78309,7,22
78341,8,39
78396,2,8
78437,0,21
78441,5,3
78444,3,0
78457,0,6
78484,0,1
78519,38,2
78527,0,4
78542,30,1
78549,511,20
78553,383,321
78562,33,279
78565,161,0
78578,5,0
78603,118,0
78604,3,0
78622,0,28
78664,0,2
78696,41,0
78752,2,6
78766,5,5
78779,1,3
78786,1,0
78791,0,2
78794,0,3
78798,16,1
78839,48,1
78849,5,175
78877,8,51
78881,1,2
78887,10,30
78897,26,0
78969,0,6
79043,1,0
79051,33,74
79063,4,22
79082,4,0
79087,0,2
79153,0,9
79159,0,2
79163,1,0
79181,6,0
79187,57,8
79193,58,24
79224,2,0
79229,1,71
79239,0,1
79269,0,3
79280,3,0
79336,0,1
79344,5,56
79360,0,3
79374,2,0
79397,2,0
79404,3,0
79414,0,4
79426,1,2
79436,0,5
79485,8,0
79523,1,0
79526,5,2
79564,0,2
79580,0,146
79606,0,3
79691,0,1
79694,0,1
79695,6,5
79739,1,0
79746,2,0
79768,7,0
79774,4,2
79778,20,4
79802,4,1
79816,1,0
79822,6,0
79833,0,9
79838,0,6
79871,6,0
79874,0,1
79917,1,0
79929,5,0
79997,2,5
80035,22,263
80044,17,0
80051,18,0
80074,412,10
80108,5,5
80110,13,0
80128,15,0
80131,0,2
80138,6,4
80152,0,1
80161,150,199
80206,0,2
80231,1,0
80260,1722,24900
80261,2132,24068
80267,2897,618
80273,86,0
80278,45,162
80282,447,304
80286,1214,4
80289,1,3
80293,49,3
80300,0,24
80311,10,0
80313,0,17
80338,0,3
80385,0,1
80399,0,3
80400,1,0
80404,2,0
80425,11,0
80459,0,2
80460,1,0
80533,8,0
80535,18,422
80566,4,19
80577,0,4
80584,0,115
80586,1,1
80592,0,6
80595,6,13
80608,0,1
80622,6,0
80625,0,9
80648,2,0
80656,0,2
80667,0,189
80678,0,17
80686,0,18
80780,1,0
80794,0,10
80802,0,87
80815,1,1
80835,3,2
80838,1,1
80862,0,2
80898,10,15
80921,8,0
80937,0,1
80967,34,0
80974,0,2
80987,10,11
81085,262,52
81099,7,634
81112,22,489
81181,0,1
81235,2,0
81243,0,2
81250,3,1
81365,5,9
81423,3,7
81424,2,0
81425,7,1
81449,119,0
81477,1,2
81482,0,2
81498,1,0
81499,1,21
81512,0,2
81517,0,5
81518,1,0
81562,0,13
81590,0,4
81593,18,5
81594,10,526
81614,0,2
81636,1,0
81646,13,21
81647,377,9
81658,14,46
81669,35,10
81671,10,44
81681,0,13
81696,78,25
81735,1,47
81740,16,34
81748,0,2
81757,127,3
81770,20,155
81771,0,5
81772,110,556
81781,28,3
81799,0,1
81812,40,58
81818,0,1
81824,24,115
81839,280,160
81855,19,178
81861,4,1
81866,0,17
81875,29,13
81879,6,46
81884,314,70
81885,1,0
81891,6,2
81900,203,0
81917,0,7
81919,81,3
81922,1,0
81930,5,0
81931,1,519
81959,1,3
81967,5,32
81982,0,3
81986,4,4
82031,37,34
82035,1,19
82036,3,291
82039,3,0
82046,4,0
82058,5,161
82085,7,0
82091,4,20
82116,0,58
82161,32,0
82165,30,5
82176,4,2
82197,444,53
82204,7,0
82221,162,0
82223,13,0
82226,21,0
82232,0,3
82235,1,0
82237,2,18
82240,17,201
82242,17,167
82245,3,13
82260,2,0
82320,0,213
82327,22,0
82344,5,0
82358,27,18
82361,417,15
82362,7,7
82427,930,11
82431,4,0
82447,13,123
82451,5,1
82456,26,14
82473,5,8
82475,1,16
82487,17,0
82490,0,6
82503,0,12
82528,1,0
82540,0,7
82555,139,0
82560,1,0
82580,1,1
82586,17,68
82633,3,5
82636,3,4
82639,5,8
82708,1,13
82729,7,195
82737,603,45
82755,5,7
82757,29,1
82798,6,2
82805,1,0
82813,0,4
82818,141,7
82825,1,0
82884,0,7
82885,0,1
82911,1,0
82977,0,3
82984,10,0
82990,0,25
83000,3,0
83017,10,0
83033,3,0
83042,0,1
83085,0,5
83117,5,0
83149,18,6
83217,2,117
83230,1,0
83241,19,0
83266,5,5
83296,0,3
83369,0,1
83383,0,2
83385,1,0
83389,0,162
83396,19,1
83448,160,1
83449,0,37
83450,1,2
83464,0,1
83497,2,0
83559,0,1
83560,5,0
83564,0,2
83573,2,0
83578,0,2
83579,34,168
83593,27,0
83604,6,27
83643,27,0
83655,15,7
83659,30,15
83660,0,75
83674,0,1
83684,0,4
83706,11,11
83774,0,127
83860,2,57
83863,4,34
83880,10,0
83881,1,0
83897,11,13
83903,2,12
83904,7,182
83906,2,0
83907,96,967
